company_id,year,broad_sector,sub_sector,return_on_equity_pct,roce_pct,net_profit_margin_pct,free_cash_flow_cr,fcf_cagr_5yr_pct,cash_flow_to_net_profit,revenue_cagr_5yr_pct,pat_cagr_5yr_pct,debt_to_equity,interest_coverage,profitability_score,cash_quality_score,growth_score,leverage_score,composite_quality_score
BEL,2024,Industrials,Defence Electronics,4744.047619047619,3977.165354330709,19.661535425300965,-1265.0,,1.1691342534504392,10.7508063318833,16.12648618019128,0.5119047619047619,420.9166666666667,31.108245347682853,7.652130664336944,6.944886094940563,12.013429056736808,57.72
TORNTPHARM,2024,Healthcare,Pharmaceuticals,24.154025670945156,30.961573818716676,15.436241610738255,3106.0,14.884634499872607,1.9722222222222223,6.932744476678732,30.591457402327848,0.5866394399066511,9.514124293785311,24.459118261492865,21.777235179355397,8.256502484529666,2.534487744714584,57.03
POWERGRID,2024,Energy,Power Transmission,17.870011245496066,18.905165620757423,33.97028990249329,24176.0,39.69769001638159,2.394528992486997,5.510261937513361,9.189188268434778,1.4173456039290386,4.539610167559558,18.05712001384036,28.659069636339968,1.036434942852761,8.962451147992155,56.72
HCLTECH,2024,Information Technology,IT Services,23.01393141233172,32.690722902959976,14.293122742532729,15840.0,22.616181854301498,1.428898790579249,12.710299978373406,9.194090295112023,0.08435023365512796,43.75768535262206,15.48212543910053,22.756306662633506,5.765880236588025,12.26730822842249,56.27
TCS,2024,Information Technology,IT Services,50.944313673485176,65.26850065983149,19.136712150207767,38247.0,7.254165319650285,0.9617996051975097,10.463614801716602,7.871172131953608,0.0886406082507266,82.6426735218509,35.0,5.059385917016167,3.3474802577605742,12.75451298877283,56.16
LTIM,2024,Information Technology,IT Services,22.904386052552702,28.914844492733938,12.90931103415266,1752.0,22.084440373864076,1.2366412213740459,30.32798083513346,24.775129058600996,0.10345688880007993,28.77027027027027,13.729503447411826,21.107642972255487,20.0,1.2140486596007762,56.05
HINDUNILVR,2024,Consumer Staples,FMCG,20.074973642078955,89.63037455884027,16.611735814915342,10145.0,13.601756995927673,1.504473837774752,9.504485244074123,11.152950436803422,0.028974188761763442,57.817625458996325,15.75802787662229,21.883669975226773,7.06683671208706,11.24521205047044,55.95
LICI,2024,Financials,Life Insurance,49.44710986501021,39.613520731869436,4.836600998148862,853.0,-25.18007521270632,0.6384299540522045,8.15986061977938,73.17556747076097,0.0,256.0859375,17.84992754115454,11.816353648686254,10.0,15.0,54.67
SIEMENS,2024,Industrials,Capital Goods,17.698769290877124,19.85162445638271,12.221223021582734,1168.0,53.28962129081927,0.6144223693892568,11.193358902067896,19.85339817550189,0.018167610861496385,51.733333333333334,7.803235041945226,26.778545423870042,8.334308757155792,11.624565627085898,54.54
TRENT,2024,Consumer Discretionary,Retail,36.30776794493609,33.86016148428105,11.935353535353535,841.0,,0.913337846987136,36.30691600183056,73.11367578503176,0.4309242871189774,5.355978260869565,15.199995633871108,9.904903312625628,20.0,8.98212667223565,54.09
LT,2024,Industrials,Engineering & Construction,77.66510140873214,135.2030422382181,7.031246466738726,16087.0,,1.1748890461182222,10.335347989682408,8.75885858017449,0.10345688880007993,3.139718250630782,25.979462219886564,12.661193570831244,4.532539188899021,9.534022809562599,52.71
DLF,2024,Real Estate,Real Estate,6.908270142781061,4.7983734327346665,42.38369379181578,1010.0,-13.116313220942555,0.9320851688693098,-5.136730668466605,15.697066513836644,0.12259389820192235,5.966292134831461,10.0,12.5,15.0,15.0,52.5
BPCL,2024,Energy,Oil & Gas Refining,35.511337343822305,33.84830382235054,5.994201967046283,25415.0,,1.3379500353698945,8.483226324685255,25.790698729746552,0.7218747934157467,10.62472885032538,20.38523692400091,8.321977085588536,11.734064082512933,11.752743678060924,52.19
TITAN,2024,Consumer Discretionary,Gems & Jewellery,37.2192057915469,21.23510292524377,6.843630099444054,1506.0,27.555157291093035,0.4848398169336384,20.897163953120245,20.274576296793036,1.653145959757266,8.549273021001616,12.11898740266668,18.740646749421302,14.432271031838578,5.89850253275451,51.19
DRREDDY,2024,Healthcare,Pharmaceuticals,19.74233736816026,26.219592808038072,19.913605369319196,509.0,-24.68901184980715,0.8144496235209753,12.639644349571988,23.392504645437473,0.07085722375592836,46.39181286549707,21.13813183588803,5.20804207572448,13.376011948460562,10.538952034910974,50.26
BHARTIARTL,2024,Communication Services,Telecommunications,10.35839213740181,26.253894054880604,5.706018055499993,27809.0,,9.219210095816779,13.17410230151459,38.35662769365473,2.6094723973904306,3.456905687036383,25.0,15.0,10.0,0.0,50.0
BAJAJ-AUTO,2024,Consumer Discretionary,Two Wheelers,26.61418410330778,28.389583468290468,17.178515712057056,6486.0,23.982350488934777,0.8508043591074209,8.127604751021389,9.358917170384974,0.06601754022512257,146.08333333333334,13.226108576245379,18.600948962671325,2.9326302623285185,14.848669400444315,49.61
LODHA,2024,Real Estate,Real Estate,8.895758200240426,10.589263718361346,15.063978286157425,-435.0,,1.6164736164736164,-2.8278535641862446,-1.119685230740497,0.4406663232010991,5.529045643153527,25.0,17.5,5.0,0.0,47.5
HINDALCO,2024,Materials,Metals & Mining,9.567011474761177,118.20777590429657,4.702216130615571,9789.0,8.463802473474736,2.368882323978336,10.592433818985914,13.06871230695661,0.5309290976579428,126.45819618169848,10.525981861246372,16.12648696790972,10.338937428163954,10.393434048200653,47.38
ICICIBANK,2024,Financials,Private Banks,17.99027109750765,,28.888011233982798,12547.0,-7.360467011220518,3.4132071786636575,17.25086850260209,51.94877118224903,6.445624336310825,1.301063746373592,13.470654993966294,16.303594427159517,17.031600983755247,0.0,46.81
HDFCLIFE,2024,Financials,Life Insurance,10.732306013909723,646.4587602459017,1.5510139729213062,-2893.0,,6.81130876747141,21.16813430936688,4.25449161597129,0.06477567162143734,192.28761904761905,10.887663527542319,10.0,10.0,14.912005116826075,45.8
DIVISLAB,2024,Healthcare,Pharmaceuticals,11.78984599513669,16.281125681449833,20.395156150414277,992.0,29.823071047777418,0.788125,9.664930361854074,3.4104521925080844,0.0002210596124088129,552.5,10.0,16.679288598780758,3.5357583476093226,15.0,45.22
APOLLOHOSP,2024,Healthcare,Healthcare,13.480392156862745,19.51259271334257,4.905818773282963,383.0,14.572241252408503,2.053475935828877,14.660042602193135,36.13077689773863,0.7688869665513264,5.33184855233853,2.6365971160902304,22.330295461914737,20.0,0.0,44.97
ATGL,2024,Energy,Gas Distribution,18.65921787709497,21.491142690286157,14.927374301675977,,,,21.08864867789759,23.8762916927858,0.43491620111731844,9.945945945945946,13.262942256731261,0.0,18.96636441234382,12.033025689555837,44.26
EICHERMOT,2024,Consumer Discretionary,Two Wheelers,22.172346910501524,23.445623916811094,24.195694242864054,890.0,-0.552520013345259,0.9307673081729567,11.036936496739692,12.675841665377696,0.023219728456636186,84.88235294117646,14.270738133484816,10.26408581999009,5.790323432350489,12.824101585804888,43.15
TATACONSUM,2024,Consumer Staples,Food & Beverages,7.566793298872766,11.692433705334288,7.9902669998684726,26.0,-30.20653836549011,1.594238683127572,15.96086282879563,21.59956338772886,0.21654107242947002,26.25287356321839,1.368891816126456,15.0,20.0,6.530819401783484,42.9
INFY,2024,Information Technology,IT Services,29.788006718416632,37.75589530966572,17.08075746730006,20117.0,7.201272446841034,0.9604541298384639,13.199100930556229,11.239419983657939,0.09486358890553362,77.5,21.00485905798898,5.0,7.152903342478488,9.136134890211206,42.29
ONGC,2024,Energy,Oil & Gas Exploration,16.940398136885513,20.975989850097196,9.655290194725701,42060.0,11.573154797773345,1.7383758603176827,7.001683761214439,10.96639922553624,0.45444863084819176,10.087796743182263,10.20097192682095,17.045215461485583,2.7585457315280117,12.040067734912164,42.04
IOC,2024,Energy,Oil & Gas Refining,23.53162465856491,23.93519910139379,5.559462717942377,39635.0,,1.6472973286068442,8.008755667240486,20.099089966731643,0.7230954600718581,9.59852810557036,12.041132006791315,9.884581681495757,8.349892592748203,11.470523131701643,41.75
GAIL,2024,Energy,Gas Distribution,12.861540060002339,14.489174115050965,7.433122166511544,4360.0,13.814112331981754,1.270928001615672,11.825154521824267,8.608876760374562,0.28304998896060884,19.908205841446453,5.336213463378906,15.345295230918694,4.648625438385232,15.0,40.33
DMART,2024,Consumer Discretionary,Retail,13.56294790886726,21.28564022809746,4.993207190533383,278.0,,1.082807570977918,20.48312440202782,22.96698996520703,0.031661140228901485,70.79310344827586,1.597761218202506,10.418750143963653,14.931831799599893,12.310196436177183,39.26
CANBK,2024,Financials,Public Sector Banks,16.716051794688113,,13.935160470145405,13296.0,-5.337862323751841,0.9769495487306019,18.17561078322378,85.7752850068174,14.867419925542423,1.6109055365496054,6.9197907780376084,14.35192282317325,17.746859271279753,0.00038995694987601026,39.02
HEROMOTOCO,2024,Consumer Discretionary,Two Wheelers,21.14243742584327,177.84211963944279,9.902352536452407,3095.0,,1.3156066274719402,2.1530677970544643,1.5441818871883894,0.03423922255494661,47.24818577648767,16.387619578300274,11.124616977879324,0.0,11.481533646543271,38.99
BAJFINANCE,2024,Financials,Consumer Finance,18.841921351830603,4.350587230638684,26.287928399912687,-79931.0,,-5.034945678499758,24.352642739542006,29.323134825979015,3.824788776468134,2683.1666666666665,12.734960350553083,0.0,17.149200868784924,9.07120382329034,38.96
MARUTI,2024,Consumer Discretionary,Automobiles,15.750385351954785,21.720016325578683,9.50809964894472,4936.0,10.027783515753708,1.2456257413997627,10.510215112642584,12.007182039300378,0.001389602503619973,96.01030927835052,4.637829626253213,14.91846886249419,5.2534352050216295,13.252014185993893,38.06
TATAPOWER,2024,Energy,Power & Utilities,13.227840276919272,12.476029984310536,6.965125551270159,3569.0,-3.666968259247616,2.9429906542056075,15.511158201876407,10.431728917459004,1.659321300531586,2.317073170731707,4.533537213178532,17.203273665306135,8.049904793165178,7.9628565968272635,37.75
KOTAKBANK,2024,Financials,Private Banks,14.013018188532914,,32.386151466116615,6766.0,,0.8611980453522209,13.51960376324537,20.38200065626572,4.003739266919029,1.237006073034151,12.12082934350476,12.167178864800093,8.734188943301717,3.7932222772268034,36.82
HDFCBANK,2024,Financials,Private Banks,14.33974005030719,,23.07288232992184,2469.0,,0.2913699844146319,21.95098428169122,23.865063572879073,6.808786667718385,1.4008974956974893,9.737130166267786,11.269787988667268,15.586095141542298,0.0,36.59
ADANIENSOL,2024,Energy,Power & Utilities,9.461276797721698,11.488402969161756,7.201782380923707,1095.0,,5.048494983277592,17.85124994851739,16.42972571572392,2.93252116130053,2.063968196602819,2.853262563037621,15.0,12.822873441874949,5.827718015221694,36.5
HAVELLS,2024,Industrials,Consumer Electricals,17.067275412917954,24.270967741935483,6.837009144701453,335.0,1.1746113748023923,1.5365853658536586,13.037907939063121,10.033231229420036,0.040687525177924,22.392857142857142,5.726484117756021,13.230809213710144,6.864446698740077,10.537590943921373,36.36
IRFC,2024,Financials,Speciality Finance,13.038085361638096,5.7484746909270665,24.064552448864703,7906.0,,1.2342482844666252,19.06740855567788,23.245023933940367,8.378352548852153,1.3189891050196507,9.753271000554886,12.75467517091321,13.845161590671346,0.0,36.35
SHREECEM,2024,Materials,Cement,8.370767521615225,20.206628203408023,8.445007553238145,1929.0,7.2404589297854205,1.93133294864397,10.325615915556586,11.2926552609119,0.07998840747717723,17.511627906976745,2.504152862882964,14.277819013922887,8.94996184369243,10.023344701668174,35.76
NAUKRI,2024,Communication Services,Internet & Platforms,1.9661621835965897,2.3305362527861546,23.462145110410095,-150.0,,1.1798319327731093,17.115610089960743,0.10114653187012212,0.008129006675038002,20.314285714285713,10.0,0.0,10.0,15.0,35.0
TATAMOTORS,2024,Consumer Discretionary,Automobiles,37.45613415294755,30.98033093974399,7.263066074788551,45133.0,,2.135221806520577,7.7201595386239275,,1.2631244259167667,5.962147005808132,13.240657705395403,13.6097609478642,1.2336872623155237,6.827772723287234,34.91
DABUR,2024,Consumer Staples,Personal Products,18.355969997972835,21.369423915946932,14.600128990648178,1042.0,-2.139574479310491,1.1115405853119824,7.814065037783324,4.604418961155621,0.13835394283397526,19.35483870967742,8.611899829747145,16.651185841838576,1.4368469627409415,7.810864473102509,34.51
RELIANCE,2024,Energy,Conglomerates,9.958650553699458,12.974182257168223,8.789365557299389,45207.0,,2.00946595798532,9.606097094616972,14.680632603495592,0.5784524141094746,7.02906825849987,4.25867890969946,11.714002455922074,6.471781586283239,11.003554885427917,33.45
SBILIFE,2024,Financials,Life Insurance,12.704588140595655,1.650120740541991,1.4349789374791648,-2099.0,,15.375923970432947,24.231614182367544,7.374662152227485,0.0,27.333333333333332,1.629011981355444,10.0,10.863503641750007,10.8339038795745,33.33
NHPC,2024,Energy,Power & Utilities,10.407730866621879,6.745435920463634,41.81893687707641,970.0,-18.159592302569283,1.7224428997020853,1.404917217643753,7.269596517101484,0.8413260296625498,7.90625,10.765661061296614,10.264164167984672,0.0,10.81653522555146,31.85
NTPC,2024,Energy,Power & Utilities,13.273598407068633,12.933810240774582,11.950633329785267,8644.0,,1.9119163697731107,12.222309654337993,8.735165684951163,1.475521125007778,4.183074546784814,6.82447305945632,11.221250658179663,4.977244223584634,8.77068537823208,31.79
BOSCHLTD,2024,Consumer Discretionary,Auto Ancillaries,20.639920424403183,17.30975791126167,14.886112273569676,970.0,,0.5032128514056224,6.717165240230294,9.275930793686072,0.003232758620689655,41.07843137254902,8.772650338907638,8.661368925070084,1.9839763695620194,11.334411941507494,30.75
AXISBANK,2024,Financials,Private Banks,15.832712405189048,,22.73130411725443,-14556.0,,-0.2234423394071035,14.743587120514379,39.67228711897934,8.249122739980766,1.6907138401212014,10.159609239687786,5.459038371391117,15.092299812743054,0.0029760787846234817,30.71
JSWENERGY,2024,Energy,Power & Utilities,8.280529953917052,10.270012403396622,15.018283127285393,-1963.0,,3.6139130434782607,4.6799560539164675,20.322431469794555,1.5156009984639016,2.621529469069654,5.293863226636436,10.0,7.047547604257267,8.27921368362744,30.62
ADANIENT,2024,Industrials,Conglomerates,8.534650424813185,10.89897112639626,3.458790097592848,-8455.0,,3.0920539730134933,19.015414753081238,45.81058899665285,1.671358378544375,2.497694840834248,0.5687170733398769,10.0,19.590053475506494,0.029125628302339675,30.19
JIOFIN,2024,Financials,Diversified Financials,1.153456416595399,1.1203978526306713,86.52291105121293,-2119.0,,-0.4224299065420561,,,0.0,155.9,10.0,5.145663795002306,0.0,15.0,30.15
BANKBARODA,2024,Financials,Public Sector Banks,15.761863790899902,,15.93948250956673,-7559.0,,-0.3325030473263024,17.477297665890944,74.50588066551305,12.143718727289434,1.8966195136544297,7.375022500141256,5.287284660157169,17.20673662854345,0.009648281229635527,29.88
SBIN,2024,Financials,Public Sector Banks,,,15.83441297482405,18156.0,-9.150225134111245,0.31105934457817463,11.63380022632805,83.4069542329295,,-0.23214725721501833,4.554165222009246,11.985985373713206,12.686980087331019,0.0,29.23
AMBUJACEM,2024,Materials,Cement,11.428984947896565,15.182066184319773,14.288299155609169,-3295.0,,1.1916420430561419,4.115700788754739,11.228574154296279,0.01686125048243921,23.18840579710145,5.9763600965095,8.056949467071236,4.315335355267101,10.81886609306952,29.17
BAJAJFINSV,2024,Financials,Diversified Financials,25.850351412279537,11.706431579821395,14.128209309488865,-79634.0,,-4.403590894517474,20.97274568418761,23.74781614270227,4.789368120938867,2.1973450851829956,11.00212944360406,0.0,15.462870100062487,2.5922200992633133,29.06
TECHM,2024,Information Technology,IT Services,8.987963553189097,15.428336643155516,4.60996999769213,5058.0,16.78825509724664,2.6599916562369628,8.398437919098868,-10.985163688218591,0.09512917619708275,11.494897959183673,0.0,24.328938364469785,0.0,4.358540278148783,28.69
PNB,2024,Financials,Public Sector Banks,61.320565191187306,,8.395910695456838,-29445.0,,-3.0511084416293546,15.902076009106025,,3.684256345007701,,16.533611605883934,1.0059025312411938,5.988353552184014,4.2895067878198425,27.82
ICICIPRULI,2024,Financials,Life Insurance,7.732848705134029,754.9037279803359,0.942341125272681,-14735.0,,-8.595769682726205,16.84553965244746,-5.6631941891523425,0.10904134484325306,31.022222222222222,10.0,0.0,6.718092209125658,10.796682118276795,27.51
MOTHERSON,2024,Consumer Discretionary,Auto Ancillaries,11.546549416937488,20.231351867526097,3.0600251286831757,925.0,-1.4285671285633073,2.5062913907284767,9.21195713294276,7.557399109099472,0.7616899254444657,5.147432357813363,0.5098458534026,14.734875956970606,3.1277619063046824,8.110168237188761,26.48
SHRIRAMFIN,2024,Financials,Consumer Finance,15.116350338120824,4.304889074344531,20.333626470264925,-31359.0,,-4.203405865657522,18.556070052776754,23.49387942502037,3.994034363699512,0.6750705671028997,8.916715222958068,0.0,13.520926070497339,3.808297865980769,26.25
ADANIGREEN,2024,Energy,Renewable Energy,12.812690665039659,9.797568682054303,13.665943600867678,-13347.0,,6.121428571428571,34.976172926382844,,6.595281675818589,1.4618457850579305,6.218249955564064,10.0,10.0,0.0,26.22
CHOLAFIN,2024,Financials,Consumer Finance,17.455213596692694,3.495209907313654,17.846892448990243,-38538.0,,-10.433625730994152,21.939164804975263,23.363417251672082,6.863420609401317,21.11764705882353,8.786067085783168,0.0,15.442431528268013,0.6324897249930839,24.86
RECLTD,2024,Financials,Speciality Finance,20.39653929343908,9.29915054435852,29.7682934528695,-59554.0,,-4.0808059384941675,13.338042247865678,19.763114350230794,6.4249170872386445,1.5988713770535594,14.9017959886902,0.0,8.416517674849722,0.03216662383714919,23.35
PFC,2024,Financials,Speciality Finance,26.1609340860332,3.4859018926226346,28.916597455960137,-101229.0,,-3.6967612713049394,11.081753577550923,15.923593622700727,8.521864217426122,0.5792243193816639,16.553481007290657,0.0,5.571772936354792,0.0,22.13
INDUSINDBK,2024,Financials,Private Banks,14.252273197764223,,19.56369677362945,-17468.0,,-1.8818994413407821,15.495613083358029,22.077464953948358,6.885742949503957,1.8787814230933106,8.279277364666845,2.8472254864935915,10.748122630637921,0.009070252710974834,21.88
JINDALSTEL,2024,Materials,Steel,13.410506363390198,16.782917681121273,11.802438733764944,-2336.0,,1.010937237085647,1.4028310947741707,,0.3716941962270963,7.884080370942813,5.786505763797161,7.758693813375195,0.0,7.019571704605298,20.56
JSWSTEEL,2024,Materials,Steel,11.5528718021347,16.99757927716371,5.127252779904689,-2389.0,,1.3460381143430291,15.604695052452788,3.585216043903361,1.1328071688833383,3.4740283775447254,1.9645245040753294,8.311782208914803,10.0,0.020680567796800584,20.3
GRASIM,2024,Industrials,Diversified Industrials,11.196462612658342,12.043417416566287,7.578371940325857,-33833.0,,-1.0798911948418295,11.15172597339149,29.314249729328566,1.5470993649397087,2.9314433545327154,2.86073853459391,4.110264168385167,11.013446964251827,0.7948123160078862,18.78
TVSMOTOR,2024,Consumer Discretionary,Two Wheelers,26.223466981132077,16.773406526379993,4.544641716694342,-2254.0,,-0.7043282743114109,14.192387704277065,19.665122106676503,3.833431603773585,2.8526970954356847,6.209528918389015,0.0,9.861113037397068,0.0,16.07
M&M,2024,Consumer Discretionary,Automobiles,18.537543435564285,14.237260991666522,8.82238743726542,-11245.0,,-0.4588427057864711,5.838805854237616,15.316887061047968,1.6414413053331318,3.3242521367521367,4.819156738636155,0.7443334334610472,3.138031889246857,5.746701658273536,14.45
TATASTEEL,2024,Materials,Steel,-5.334926929972293,12.42093156986774,-2.1425049417247384,6048.0,,-4.134623217922607,7.766224835881497,,0.9461835171402184,2.9632392115077253,0.0,5.0,1.9736236429921181,1.6723359856949287,8.65
BHEL,2024,Industrials,Capital Goods,1.1539405843358703,2.1355199134979275,1.180262001423011,-5044.0,,-13.166666666666666,-4.728642461606237,-22.397399063784775,0.36238644733611586,0.8586956521739131,0.0,0.0,0.0,7.917851688967037,7.92
GODREJCP,2024,Consumer Staples,Personal Products,-4.45308779171297,18.691529709228824,-3.9798524404086266,-1365.0,,-3.6898395721925135,6.447080048592069,,0.2557548817272583,9.538709677419355,0.5827162913999813,0.0,0.0,5.199650495816201,5.78
